City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Fonte Boa,BR,2021-09-09 18:29:09,-2.4959,-66.2662,91.11,50,71,1.9
294,Abha,SA,2021-09-09 18:29:10,18.2164,42.5053,73.65,14,0,8.05
295,Gbadolite,CD,2021-09-09 18:29:10,4.2833,21.0167,77.45,78,63,4.14
296,Chabahar,IR,2021-09-09 18:29:10,25.2919,60.643,81.37,87,78,3.22
297,Japura,ID,2021-09-09 18:29:11,-0.3167,102.35,75.45,93,81,1.16
298,Synya,RU,2021-09-09 18:29:11,65.3718,58.0387,42.15,99,100,2.06
299,George,ZA,2021-09-09 18:27:55,-33.963,22.4617,56.75,88,0,3.44
300,Camacupa,AO,2021-09-09 18:29:11,-12.0167,17.4833,78.42,27,64,1.95
301,Bonavista,CA,2021-09-09 18:27:18,48.6499,-53.1147,75.2,78,32,14.56
302,Kuytun,RU,2021-09-09 18:29:12,54.3419,101.5036,50.45,96,100,11.05
303,Kamenka,RU,2021-09-09 18:29:12,51.3223,42.7678,59.83,54,54,7.05
304,Hamilton,US,2021-09-09 18:29:12,39.1834,-84.5333,78.04,51,75,3.0
305,Husavik,IS,2021-09-09 18:29:12,66.0449,-17.3389,58.91,53,73,4.34
306,Port-Gentil,GA,2021-09-09 18:29:13,-0.7193,8.7815,78.76,83,75,14.97
307,Maniitsoq,GL,2021-09-09 18:29:13,65.4167,-52.9,41.49,48,1,9.37
308,Nouadhibou,MR,2021-09-09 18:29:13,20.931,-17.0347,75.18,78,30,20.71
309,Andros Town,BS,2021-09-09 18:29:13,24.7,-77.7667,91.36,58,5,4.41
310,Shahrud,IR,2021-09-09 18:29:14,36.4182,54.9763,65.88,65,1,11.63
311,Muros,ES,2021-09-09 18:29:14,42.7762,-9.0603,68.23,87,88,6.31
312,Strezhevoy,RU,2021-09-09 18:29:14,60.7333,77.5889,39.18,64,100,7.76
313,Mitu,CO,2021-09-09 18:29:15,1.1983,-70.1733,88.11,54,99,2.35
314,Kangaatsiaq,GL,2021-09-09 18:29:15,68.3065,-53.4641,37.24,64,26,18.97
315,Eisenerz,AT,2021-09-09 18:29:15,47.5333,14.8833,62.19,79,55,3.29
316,Pozzallo,IT,2021-09-09 18:29:15,36.7305,14.8499,78.71,66,85,4.74
317,Rusape,ZW,2021-09-09 18:29:16,-18.5278,32.1284,59.85,69,1,9.48
318,Paragominas,BR,2021-09-09 18:29:16,-2.9667,-47.4833,98.11,28,53,4.54
319,Kyabe,TD,2021-09-09 18:29:16,9.4515,18.9449,76.66,89,83,0.43
320,Tucuma,BR,2021-09-09 18:29:16,-0.1833,-50.05,87.31,59,58,10.33
321,Colares,PT,2021-09-09 18:29:17,38.7992,-9.4469,75.29,68,20,10.36
322,Iquique,CL,2021-09-09 18:29:17,-20.2208,-70.1431,60.84,68,68,5.75
323,Kendal,GB,2021-09-09 18:29:17,54.3268,-2.7476,68.11,93,92,1.86
324,Mungwi,ZM,2021-09-09 18:29:18,-10.1732,31.3694,73.69,27,34,9.78
325,Aksum,ET,2021-09-09 18:29:18,14.1245,38.7244,59.04,76,90,3.11
326,Neuquen,AR,2021-09-09 18:29:19,-38.9516,-68.0591,67.89,37,0,9.22
327,Julio De Castilhos,BR,2021-09-09 18:29:19,-29.2269,-53.6817,57.58,81,97,16.6
328,Reo,BF,2021-09-09 18:29:19,12.3167,-2.4667,81.05,72,96,7.87
329,Ibb,YE,2021-09-09 18:29:19,13.9667,44.1833,67.5,60,95,3.6
330,Toccoa,US,2021-09-09 18:24:25,34.5773,-83.3324,85.28,47,1,4.61
331,Salto Del Guaira,PY,2021-09-09 18:29:20,-24.0625,-54.3069,66.61,51,100,1.92
332,Nara,JP,2021-09-09 18:29:20,34.6851,135.8049,72.68,84,36,2.44
333,Tabory,RU,2021-09-09 18:29:20,58.5198,64.5495,49.46,93,94,9.44
334,Sept-Iles,CA,2021-09-09 18:29:21,50.2001,-66.3821,63.25,91,90,4.0
335,Veraval,IN,2021-09-09 18:29:21,20.9,70.3667,80.24,90,96,14.18
336,Pangoa,PE,2021-09-09 18:29:21,-12.1167,-73.0,82.81,63,53,1.41
337,Pietarsaari,FI,2021-09-09 18:29:21,63.65,22.6833,51.89,81,93,8.19
338,Sergeyevka,KZ,2021-09-09 18:29:22,53.88,67.4158,55.35,58,97,13.27
339,Kudal,IN,2021-09-09 18:29:22,16.0333,73.6833,75.38,94,100,2.19
340,Sinnamary,GF,2021-09-09 18:29:22,5.3833,-52.95,84.88,67,28,9.82
341,Ginda,IN,2021-09-09 18:29:23,30.6945,78.4932,62.2,87,83,4.05
342,Rawson,AR,2021-09-09 18:29:23,-43.3002,-65.1023,60.71,47,98,17.76
343,Mabaruma,GY,2021-09-09 18:29:23,8.2,-59.7833,87.8,70,40,11.5
344,Klaksvik,FO,2021-09-09 18:29:24,62.2266,-6.589,49.12,72,4,7.2
345,Bahia De Caraquez,EC,2021-09-09 18:29:24,-0.6,-80.4167,80.78,79,99,10.98
346,Novomykolayivka,UA,2021-09-09 18:29:24,47.9781,35.9102,64.65,31,58,3.49
347,Qaqortoq,GL,2021-09-09 18:29:24,60.7167,-46.0333,50.5,81,92,4.41
348,Kamalia,PK,2021-09-09 18:29:25,30.7333,72.65,85.35,57,0,5.79
349,Manaure,CO,2021-09-09 18:29:25,11.7751,-72.4445,91.29,52,71,20.24
350,Centenario Do Sul,BR,2021-09-09 18:29:25,-22.8211,-51.5953,80.08,51,98,11.05
351,Puerto Leguizamo,CO,2021-09-09 18:29:25,-0.1934,-74.7819,89.71,55,26,2.89
352,Massakory,TD,2021-09-09 18:29:26,12.996,15.7293,81.36,72,32,7.07
353,Doha,QA,2021-09-09 18:29:26,25.2867,51.5333,94.98,52,0,11.5
354,Moose Factory,CA,2021-09-09 18:29:26,51.2585,-80.6094,60.8,67,75,12.66
355,Ibra,OM,2021-09-09 18:29:27,22.6906,58.5334,84.27,60,99,4.9
356,Tahta,EG,2021-09-09 18:29:27,26.7693,31.5021,92.7,23,0,15.21
357,Chake Chake,TZ,2021-09-09 18:29:27,-5.2459,39.7666,74.25,80,48,10.31
358,Praia,CV,2021-09-09 18:29:27,14.9215,-23.5087,84.74,70,20,10.36
359,Key Largo,US,2021-09-09 18:26:36,25.0865,-80.4473,95.99,62,4,9.98
360,Posse,BR,2021-09-09 18:29:28,-14.0931,-46.3694,96.91,12,28,9.19
361,Purranque,CL,2021-09-09 18:29:28,-40.9167,-73.1667,60.13,71,77,1.07
362,Gao,ML,2021-09-09 18:29:28,16.6362,1.637,97.68,26,9,15.93
363,Beloha,MG,2021-09-09 18:29:29,-25.1667,45.05,65.3,76,4,10.42
364,Camacha,PT,2021-09-09 18:29:29,33.0833,-16.3333,75.52,69,20,10.36
365,Odoyev,RU,2021-09-09 18:29:29,53.9393,36.6864,63.19,65,97,8.39
366,Bure,ET,2021-09-09 18:29:29,10.7,37.0667,55.76,95,97,2.24
367,Olecko,PL,2021-09-09 18:29:30,54.0337,22.507,61.12,74,14,6.55
368,Quatre Cocos,MU,2021-09-09 18:29:30,-20.2078,57.7625,71.1,76,41,10.63
369,Manavgat,TR,2021-09-09 18:29:30,36.7867,31.4431,79.21,68,0,5.21
370,Muri,IN,2021-09-09 18:29:30,23.3667,85.8667,81.63,89,90,2.01
371,Tiznit,MA,2021-09-09 18:29:31,29.5833,-9.5,86.16,25,17,6.64
372,Talavera De La Reina,ES,2021-09-09 18:29:31,39.9635,-4.8308,79.7,37,83,9.69
373,Gasa,PS,2021-09-09 18:25:28,31.5,34.4667,84.9,65,0,16.13
374,Manta,EC,2021-09-09 18:25:39,-0.95,-80.7333,80.38,69,40,10.36
375,Coxim,BR,2021-09-09 18:29:31,-18.5067,-54.76,93.25,35,54,12.28
376,Atasu,KZ,2021-09-09 18:29:32,48.6814,71.6433,54.18,28,65,6.31
377,Vyshestebliyevskaya,RU,2021-09-09 18:29:32,45.1961,37.0181,59.41,55,2,15.93
378,Parakou,BJ,2021-09-09 18:29:32,9.3372,2.6303,76.39,86,65,4.36
379,Novoagansk,RU,2021-09-09 18:29:32,61.9449,76.6625,42.46,67,98,6.93
380,Jumla,NP,2021-09-09 18:29:33,29.2747,82.1838,60.42,92,96,3.13
381,Batamshinskiy,KZ,2021-09-09 18:29:33,50.5594,58.2747,58.98,34,64,21.41
382,Port-Cartier,CA,2021-09-09 18:27:07,50.0334,-66.8654,62.82,98,100,4.34
383,Ostrovnoy,RU,2021-09-09 18:29:33,68.0531,39.5131,39.97,87,96,15.48
384,Lasa,IT,2021-09-09 18:29:34,46.6166,10.7002,68.88,85,78,3.24
385,Watsa,CD,2021-09-09 18:29:34,3.0372,29.5355,64.51,97,99,2.04
386,Soure,BR,2021-09-09 18:29:34,-0.7167,-48.5233,84.02,66,71,12.28
387,Hobyo,SO,2021-09-09 18:29:34,5.3505,48.5268,77.95,81,80,28.03
388,Esna,EG,2021-09-09 18:29:35,25.2934,32.554,96.35,21,1,19.8
389,Nuuk,GL,2021-09-09 18:29:35,64.1835,-51.7216,45.21,57,20,8.05
390,Eyl,SO,2021-09-09 18:29:35,7.9803,49.8164,78.49,82,52,25.68
391,Petershagen,DE,2021-09-09 18:29:35,52.3833,8.9667,77.99,68,17,4.16
392,Baracoa,CU,2021-09-09 18:29:36,20.3467,-74.4958,88.11,63,8,6.64
393,Pacocha,PE,2021-09-09 18:29:36,-17.5833,-71.3333,59.14,88,90,7.31
394,Pipar,IN,2021-09-09 18:29:36,26.3856,73.5378,85.64,66,85,3.62
395,Belgaum,IN,2021-09-09 18:29:23,15.8667,74.5,68.72,95,95,7.25
396,Angoche,MZ,2021-09-09 18:29:37,-16.2325,39.9086,74.61,70,0,10.71
397,Rabo De Peixe,PT,2021-09-09 18:29:37,37.8,-25.5833,74.71,69,20,10.36
398,Embu,BR,2021-09-09 18:25:09,-23.6489,-46.8522,77.04,35,78,5.59
399,Batavia,US,2021-09-09 18:28:59,41.85,-88.3126,77.52,47,1,1.99
400,Salur,IN,2021-09-09 18:29:37,18.5333,83.2167,78.06,94,100,3.94
401,Shache,CN,2021-09-09 18:29:37,38.4167,77.2406,77.49,13,0,6.35
402,Lucapa,AO,2021-09-09 18:29:38,-8.4192,20.7447,78.76,39,74,1.99
403,Mattru,SL,2021-09-09 18:29:38,7.6244,-11.8332,77.23,92,99,5.03
404,Impfondo,CG,2021-09-09 18:29:38,1.6381,18.0667,77.52,72,68,3.29
405,Henties Bay,NA,2021-09-09 18:29:38,-22.116,14.2845,55.85,90,13,5.48
406,Porto Velho,BR,2021-09-09 18:27:59,-8.7619,-63.9039,96.42,34,53,1.95
407,Araouane,ML,2021-09-09 18:29:39,18.9048,-3.5265,103.93,17,70,18.05
408,General Pico,AR,2021-09-09 18:29:39,-35.6566,-63.7568,56.82,68,95,12.24
409,Sovetskiy,RU,2021-09-09 18:29:39,61.3614,63.5842,48.22,93,100,10.6
410,Shepsi,RU,2021-09-09 18:29:40,44.0361,39.1489,68.2,66,36,9.19
411,Kutahya,TR,2021-09-09 18:29:40,39.4242,29.9833,66.09,63,86,6.2
412,Chas,IN,2021-09-09 18:29:40,23.6333,86.1667,77.99,89,57,4.21
413,Chilca,PE,2021-09-09 18:29:40,-12.5211,-76.7372,64.85,80,92,9.04
414,Nioro,GM,2021-09-09 18:29:41,13.35,-15.75,85.98,78,58,9.91
415,Chik,RU,2021-09-09 18:29:41,54.9928,82.4311,48.18,93,75,11.18
416,Kaduna,NG,2021-09-09 18:29:41,10.5222,7.4383,77.99,73,87,4.36
417,Langres,FR,2021-09-09 18:29:42,47.8333,5.3333,65.66,91,99,6.31
418,Puerto Narino,CO,2021-09-09 18:29:42,-3.7703,-70.3831,80.55,43,70,2.1
419,Cyangugu,RW,2021-09-09 18:29:42,-2.4846,28.9075,65.71,70,82,1.97
420,Rocha,UY,2021-09-09 18:25:26,-34.4833,-54.3333,53.08,95,100,1.32
421,Nador,MA,2021-09-09 18:29:42,35.174,-2.9287,80.67,60,0,12.66
422,Bonfim,BR,2021-09-09 18:29:43,3.0833,-59.95,94.95,51,36,3.53
423,Great Yarmouth,GB,2021-09-09 18:29:43,52.6083,1.7305,73.65,72,42,12.93
424,Vagamo,NO,2021-09-09 18:29:43,61.8751,9.0967,59.38,84,100,2.62
425,Novopokrovka,UA,2021-09-09 18:29:44,49.8425,36.5477,62.98,41,7,4.94
426,Santa Maria,BR,2021-09-09 18:29:44,-29.6842,-53.8069,61.9,63,75,16.11
427,Radolfzell,DE,2021-09-09 18:29:44,47.7333,8.9667,70.36,82,78,2.24
428,Zaysan,KZ,2021-09-09 18:29:44,47.4667,84.8667,50.25,47,22,5.55
429,Goure,NE,2021-09-09 18:29:45,13.9835,10.2704,85.75,43,78,7.99
430,Ndioum,SN,2021-09-09 18:29:45,16.5129,-14.6471,103.89,19,12,13.13
431,Marfino,RU,2021-09-09 18:29:45,55.7028,37.3822,60.87,88,75,11.18
432,Dajal,PK,2021-09-09 18:29:45,29.5577,70.3762,91.58,47,0,2.8
433,Bojnice,SK,2021-09-09 18:29:46,48.7851,18.5864,64.89,55,0,4.36
434,Oranjestad,AW,2021-09-09 18:28:06,12.524,-70.027,89.55,62,40,21.85
435,Brest,BY,2021-09-09 18:29:46,52.1,23.7,62.83,63,7,5.26
436,Bubaque,GW,2021-09-09 18:29:46,11.2833,-15.8333,81.79,80,71,12.03
437,Hasanabad,IR,2021-09-09 18:29:47,36.5465,61.0543,73.62,35,0,2.3
438,Menongue,AO,2021-09-09 18:29:47,-14.6585,17.691,76.23,18,43,4.29
439,Kedougou,SN,2021-09-09 18:29:47,12.5579,-12.1743,88.38,74,40,4.61
440,Kasongo-Lunda,CD,2021-09-09 18:29:47,-6.4667,16.8167,84.27,48,88,2.91
441,Matara,LK,2021-09-09 18:29:48,5.9485,80.5353,77.59,88,99,7.76
442,Honningsvag,NO,2021-09-09 18:29:48,70.9821,25.9704,44.13,73,99,18.21
443,Baguanos,CU,2021-09-09 18:29:48,20.7517,-76.0269,95.29,39,0,3.85
444,Port Antonio,JM,2021-09-09 18:29:48,18.18,-76.4612,91.31,67,2,13.87
445,Ilinskiy,RU,2021-09-09 18:29:49,55.619,38.1182,61.3,82,0,4.47
446,Saint-Georges,GD,2021-09-09 18:29:49,12.0564,-61.7485,89.28,70,40,18.41
447,Varberg,SE,2021-09-09 18:29:49,57.1056,12.2508,68.13,85,35,3.98
448,Amot,NO,2021-09-09 18:29:49,59.5714,7.9877,62.49,66,92,1.25
449,Mossendjo,CG,2021-09-09 18:29:50,-2.9506,12.7261,83.34,51,82,2.37
450,Conceicao Do Araguaia,BR,2021-09-09 18:29:50,-8.2578,-49.2647,95.13,43,0,5.75
451,Jalu,LY,2021-09-09 18:29:50,29.0331,21.5482,83.41,30,0,12.12
452,Cockburn Town,TC,2021-09-09 18:25:40,21.4612,-71.1419,83.07,71,2,4.88
453,Agucadoura,PT,2021-09-09 18:29:51,41.4318,-8.7804,69.89,89,100,7.63
454,San Pedro,PH,2021-09-09 18:29:51,14.35,121.0167,80.35,88,40,1.14
455,Manakara,MG,2021-09-09 18:29:51,-22.1333,48.0167,68.18,89,0,4.09
456,Merke,KZ,2021-09-09 18:29:52,42.8728,73.1786,61.47,55,3,1.54
457,Kedrovyy,RU,2021-09-09 18:29:52,56.1667,91.8167,43.21,77,10,7.07
458,Luau,AO,2021-09-09 18:29:52,-10.7073,22.2247,80.62,18,35,4.18
459,Limon,CR,2021-09-09 18:29:52,10.0,-83.0333,83.8,73,69,7.78
460,Norilsk,RU,2021-09-09 18:29:53,69.3535,88.2027,49.6,97,100,6.98
461,Sao Jose Da Coroa Grande,BR,2021-09-09 18:29:53,-8.8978,-35.1478,79.57,70,49,9.73
462,Ponta Delgada,PT,2021-09-09 18:28:53,37.7333,-25.6667,75.92,69,20,10.36
463,Tromso,NO,2021-09-09 18:27:04,69.6496,18.957,45.25,93,75,5.75
464,Kajaani,FI,2021-09-09 18:29:53,64.2273,27.7285,48.25,76,0,5.75
465,Seydi,TM,2021-09-09 18:29:53,39.4816,62.9137,72.27,12,0,17.2
466,Qandala,SO,2021-09-09 18:29:54,11.472,49.8728,90.66,57,98,1.12
467,Santa Rosa,PH,2021-09-09 18:29:54,14.3122,121.1114,81.1,86,100,6.04
468,Agnibilekrou,CI,2021-09-09 18:29:54,7.1344,-3.2047,73.92,96,74,4.88
469,Mana,GF,2021-09-09 18:29:54,5.6592,-53.7767,84.81,68,29,10.76
470,Yangambi,CD,2021-09-09 18:29:55,0.8102,24.4336,76.91,68,54,1.81
471,Sobrance,SK,2021-09-09 18:29:55,48.7445,22.1814,62.04,82,6,0.0
472,Machali,CL,2021-09-09 18:29:55,-34.1833,-70.6667,67.28,34,0,8.05
473,Nizwa,OM,2021-09-09 18:29:56,22.9333,57.5333,86.59,54,94,6.6
474,Ayapel,CO,2021-09-09 18:29:56,8.3137,-75.1398,86.92,72,91,3.36
475,Kommunar,RU,2021-09-09 18:25:06,59.6206,30.39,58.53,84,98,3.98
476,Betare Oya,CM,2021-09-09 18:29:56,5.6,14.0833,70.57,93,76,3.04
477,Bara,NG,2021-09-09 18:29:56,10.3744,10.7288,79.02,75,100,0.78
478,Serta,PT,2021-09-09 18:29:57,39.8085,-8.0988,73.24,64,81,9.64
479,Venice,US,2021-09-09 18:29:57,27.0998,-82.4543,92.26,72,20,8.99
480,Kismayo,SO,2021-09-09 18:29:57,-0.3582,42.5454,77.56,80,91,15.73
481,Krasnoselkup,RU,2021-09-09 18:29:57,65.7,82.4667,45.25,90,100,14.0
482,Kibungo,RW,2021-09-09 18:29:58,-2.1597,30.5427,67.12,54,99,3.6
483,Altamira,BR,2021-09-09 18:29:58,-3.2033,-52.2064,91.49,55,75,4.61
484,Charleston,US,2021-09-09 18:27:44,32.7766,-79.9309,80.94,93,75,3.0
485,Mlimba,TZ,2021-09-09 18:29:58,-8.8,35.8167,75.42,60,58,3.47
486,Trelew,AR,2021-09-09 18:29:59,-43.249,-65.3051,63.52,39,98,17.43
487,Umm Kaddadah,SD,2021-09-09 18:29:59,13.6017,26.6876,92.79,34,95,11.48
488,Hoshangabad,IN,2021-09-09 18:29:59,22.75,77.7167,75.25,96,99,7.34
489,Luderitz,NA,2021-09-09 18:29:59,-26.6481,15.1594,56.64,82,52,5.7
490,Nagua,DO,2021-09-09 18:30:00,19.3832,-69.8474,96.44,66,20,11.5
491,Lithakia,GR,2021-09-09 18:30:00,37.7167,20.8333,72.68,64,20,0.0
492,San Pedro De Macoris,DO,2021-09-09 18:27:12,18.4616,-69.2972,92.01,61,16,11.63
493,Khuzdar,PK,2021-09-09 18:30:00,27.7384,66.6434,75.74,66,100,4.05
494,Lago Da Pedra,BR,2021-09-09 18:30:01,-4.3333,-45.1667,101.39,21,59,4.25
495,Nyakahanga,TZ,2021-09-09 18:30:01,-1.6033,31.1414,65.91,63,65,1.99
496,Robertsport,LR,2021-09-09 18:30:01,6.7533,-11.3686,79.92,83,100,11.12
497,Karaman,TR,2021-09-09 18:30:04,37.0833,33.25,67.24,48,0,7.07
498,Darnah,LY,2021-09-09 18:30:04,32.767,22.6367,76.44,64,0,15.61
499,Krasnogorskoye,RU,2021-09-09 18:30:06,52.2953,86.1979,43.09,74,98,5.44
500,Sainte-Agathe-Des-Monts,CA,2021-09-09 18:30:07,46.0501,-74.2825,71.82,78,85,10.0
501,Nantucket,US,2021-09-09 18:29:13,41.2835,-70.0995,72.97,88,83,13.8
502,Timbiras,BR,2021-09-09 18:30:07,-4.2553,-43.9406,101.07,21,38,3.67
503,Manono,CD,2021-09-09 18:30:08,-7.3,27.4167,85.23,38,72,3.22
504,Kholmogory,RU,2021-09-09 18:30:08,64.2229,41.656,39.31,91,100,5.08
505,Matagami,CA,2021-09-09 18:30:09,49.7502,-77.6328,53.71,94,90,12.66
506,Nokaneng,BW,2021-09-09 18:30:09,-19.6667,22.2667,77.41,21,93,6.8
507,Dodoma,TZ,2021-09-09 18:30:09,-6.1722,35.7395,70.25,52,7,12.44
508,Loandjili,CG,2021-09-09 18:30:10,-4.7561,11.8578,77.11,83,75,4.61
509,Santa Lucia,ES,2021-09-09 18:30:10,27.9117,-15.5407,72.77,68,20,29.93
510,Aleppo,SY,2021-09-09 18:28:22,36.25,37.5,77.81,54,0,16.64
511,Brae,GB,2021-09-09 18:30:10,60.3964,-1.353,55.31,97,100,14.45
512,Balkanabat,TM,2021-09-09 18:30:11,39.5108,54.3671,77.29,20,3,10.54
513,Baghdad,IQ,2021-09-09 18:30:11,33.3406,44.4009,89.51,25,0,9.22
514,Atlantic City,US,2021-09-09 18:30:11,39.3643,-74.4229,72.01,92,90,8.05
515,Bonthe,SL,2021-09-09 18:30:12,7.5264,-12.505,78.51,87,100,9.8
516,Pryluky,UA,2021-09-09 18:30:12,50.5932,32.3876,60.33,62,7,3.47
517,Matiri,TZ,2021-09-09 18:30:12,-10.75,34.9,60.82,65,3,2.77
518,Kidal,ML,2021-09-09 18:30:13,18.4411,1.4078,97.92,18,17,8.97
519,Bolobo,CD,2021-09-09 18:30:13,-2.1667,16.2333,76.12,73,13,2.33
520,Luwingu,ZM,2021-09-09 18:30:13,-10.2621,29.9271,73.2,28,10,9.08
521,Carnarvon,AU,2021-09-09 18:30:14,-24.8667,113.6333,66.27,88,19,9.22
522,Nueve De Julio,AR,2021-09-09 18:30:14,-35.4444,-60.8831,53.58,85,100,17.05
523,Chicama,PE,2021-09-09 18:30:14,-7.8447,-79.1469,63.14,64,58,10.2
524,Kemijarvi,FI,2021-09-09 18:30:15,66.7131,27.4306,40.89,91,20,3.04
525,Port Blair,IN,2021-09-09 18:30:15,11.6667,92.75,79.47,84,100,19.46
526,Bodden Town,KY,2021-09-09 18:26:43,19.2833,-81.25,87.01,78,40,5.01
527,Severnoye,RU,2021-09-09 18:30:15,56.3491,78.3619,43.79,91,100,7.92
528,Novi Pazar,RS,2021-09-09 18:30:16,43.1367,20.5122,56.7,59,65,0.98
529,Schenefeld,DE,2021-09-09 18:30:16,53.6028,9.8233,71.35,72,0,3.44
530,Hvide Sande,DK,2021-09-09 18:30:17,56.0045,8.1294,68.58,75,43,7.29
531,Coquimbo,CL,2021-09-09 18:30:17,-29.9533,-71.3436,60.53,67,0,12.66
532,Valdez,EC,2021-09-09 18:30:17,1.2492,-78.9831,77.43,84,31,11.48
533,Aswan,EG,2021-09-09 18:30:17,24.0934,32.907,96.8,21,1,21.74
534,Maralal,KE,2021-09-09 18:30:18,1.0968,36.698,61.36,80,100,4.05
535,Hare Bay,CA,2021-09-09 18:30:18,48.8499,-54.0148,76.35,56,100,5.53
536,Bafia,CM,2021-09-09 18:30:18,4.75,11.2333,71.62,92,83,3.02
537,Bentiu,SS,2021-09-09 18:30:19,9.2333,29.8333,71.94,87,46,5.12
538,Bocana De Paiwas,NI,2021-09-09 18:30:19,12.7857,-85.1227,84.63,74,88,4.85
539,Orsha,BY,2021-09-09 18:30:19,54.5153,30.4053,58.14,84,13,7.92
540,San Juan,AR,2021-09-09 18:26:51,-31.5375,-68.5364,74.73,28,54,4.0
541,Challans,FR,2021-09-09 18:30:20,46.8436,-1.8749,69.28,85,100,10.94
542,Hashtrud,IR,2021-09-09 18:30:20,37.4779,47.0508,57.33,69,0,7.58
543,Komsomolskiy,UZ,2021-09-09 18:30:20,40.4272,71.7189,77.72,27,4,6.91
544,Pontes E Lacerda,BR,2021-09-09 18:30:21,-15.2261,-59.3353,92.08,33,13,6.33
545,Killybegs,IE,2021-09-09 18:30:21,54.6333,-8.45,62.46,95,99,3.47
546,Rio Grande,BR,2021-09-09 18:28:38,-32.035,-52.0986,62.71,77,88,20.83
547,Sao Felix Do Xingu,BR,2021-09-09 18:30:21,-6.6447,-51.995,90.99,38,99,6.08
548,Muromtsevo,RU,2021-09-09 18:30:21,56.3724,75.2418,43.02,94,71,5.7
549,Cardoso,BR,2021-09-09 18:30:22,-20.0819,-49.9142,95.27,27,46,9.91
550,Havelock,US,2021-09-09 18:30:22,34.8791,-76.9013,77.95,88,100,4.0
551,Acoua,YT,2021-09-09 18:30:22,-12.7239,45.0582,75.11,69,6,7.63
552,Polyarnyy,RU,2021-09-09 18:30:23,69.1989,33.4478,41.47,86,75,14.41
553,Tahoua,NE,2021-09-09 18:30:23,14.8888,5.2692,91.42,38,22,6.93
554,Usinsk,RU,2021-09-09 18:30:24,65.9939,57.5281,42.4,98,100,10.51
555,Cuamba,MZ,2021-09-09 18:30:24,-14.8031,36.5372,73.99,45,0,10.71
556,Sao Joao De Pirabas,BR,2021-09-09 18:30:24,-0.7747,-47.1772,83.52,66,97,10.02
557,Beckley,US,2021-09-09 18:28:06,37.7782,-81.1882,71.44,57,40,4.0
558,Kamina,CD,2021-09-09 18:30:25,-8.7386,24.9906,77.29,27,0,4.09
559,Puerto Cabello,VE,2021-09-09 18:30:25,10.4731,-68.0125,81.59,81,100,12.17
560,Parrita,CR,2021-09-09 18:30:25,9.5201,-84.3225,92.97,72,100,6.31
561,Uray,RU,2021-09-09 18:30:25,60.1247,64.7758,49.19,92,100,10.33
562,Aquin,HT,2021-09-09 18:30:26,18.2833,-73.4,86.41,64,22,8.32
563,Kanye,BW,2021-09-09 18:30:26,-24.9667,25.3327,63.41,45,0,9.35
564,Stephenville,US,2021-09-09 18:30:27,32.2207,-98.2023,89.94,28,1,6.91
